CUSTOMER_ID,CUSTOMER_NAME,AGE,MARITAL_STATUS,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,TENURE,SSN,STATE,IS_FRAUD
CUST00270,Customer_270,71,Divorced,Retired,5,Owned,Middle,PhD,9,931-45-8156,CA,1
CUST00271,Customer_271,24,Divorced,Retired,6,Leased,Middle,Master,1,309-72-9329,OH,1
CUST00272,Customer_272,50,Widowed,Retired,2,Owned,Middle,High School,5,786-36-6410,CA,0
CUST00273,Customer_273,31,Single,Self-Employed,4,Owned,Lower,PhD,2,847-86-3694,NY,1
CUST00274,Customer_274,64,Single,Self-Employed,3,Owned,Middle,Master,7,305-48-3254,GA,0
CUST00275,Customer_275,54,Single,Unemployed,2,Rented,Middle,Bachelor,14,747-62-5315,NC,0
CUST00276,Customer_276,64,Single,Self-Employed,7,Owned,Middle,Master,4,828-29-8521,WA,0
CUST00277,Customer_277,74,Married,Retired,3,Leased,Middle,High School,10,606-96-6396,MI,0
CUST00278,Customer_278,66,Single,Self-Employed,3,Owned,Lower,Master,11,785-26-3094,CA,0
CUST00279,Customer_279,70,Single,Self-Employed,1,Leased,Lower,Master,4,600-30-1397,IL,0
CUST00280,Customer_280,68,Divorced,Retired,4,Leased,Upper,Bachelor,16,500-33-6850,CA,0
CUST00281,Customer_281,56,Widowed,Self-Employed,5,Rented,Lower,PhD,15,618-55-8481,MI,1
CUST00282,Customer_282,42,Widowed,Employed,7,Owned,Middle,Master,4,160-79-5336,CA,0
CUST00283,Customer_283,38,Single,Retired,6,Owned,Middle,Bachelor,1,726-82-3718,NC,0
CUST00284,Customer_284,40,Single,Self-Employed,7,Leased,Middle,PhD,1,316-77-6714,CA,0
CUST00285,Customer_285,55,Divorced,Unemployed,7,Owned,Lower,High School,6,267-34-8685,TX,0
CUST00286,Customer_286,67,Widowed,Unemployed,5,Owned,Middle,Master,3,599-91-7308,WA,0
CUST00287,Customer_287,40,Widowed,Employed,7,Leased,Middle,High School,1,285-28-9685,TX,1
CUST00288,Customer_288,53,Married,Employed,3,Leased,Middle,PhD,9,764-62-7087,IL,0
CUST00289,Customer_289,43,Single,Retired,6,Owned,Middle,High School,10,472-37-8412,OH,0
CUST00290,Customer_290,55,Widowed,Employed,5,Leased,Lower,None,1,904-90-8023,GA,1
CUST00291,Customer_291,68,Married,Self-Employed,4,Rented,Middle,High School,12,883-56-3801,WA,0
CUST00292,Customer_292,43,Married,Retired,5,Leased,Lower,Master,8,174-37-4965,IL,1
CUST00293,Customer_293,42,Married,Employed,6,Rented,Middle,PhD,4,175-39-9356,GA,0
CUST00294,Customer_294,30,Widowed,Unemployed,3,Leased,Middle,Master,3,335-44-6791,WA,1
CUST00295,Customer_295,48,Married,Employed,6,Owned,Middle,Bachelor,15,895-92-8309,TX,0
CUST00296,Customer_296,46,Divorced,Unemployed,1,Owned,Upper,Bachelor,3,231-19-7673,IL,0
CUST00297,Customer_297,27,Divorced,Unemployed,3,Rented,Upper,None,4,896-65-9228,NY,0
CUST00298,Customer_298,78,Widowed,Employed,3,Owned,Middle,High School,14,699-41-8605,WA,0
CUST00299,Customer_299,71,Widowed,Self-Employed,6,Rented,Middle,PhD,12,780-43-6304,GA,0
CUST00300,Customer_300,36,Divorced,Unemployed,4,Owned,Middle,Bachelor,19,621-18-3491,GA,0
CUST00301,Customer_301,76,Single,Retired,7,Owned,Upper,High School,1,304-35-5730,TX,0
CUST00302,Customer_302,34,Married,Unemployed,7,Rented,Middle,Master,4,561-86-1065,WA,1
CUST00303,Customer_303,43,Divorced,Unemployed,4,Owned,Middle,High School,13,841-32-4160,CA,0
CUST00304,Customer_304,26,Widowed,Self-Employed,6,Rented,Middle,PhD,5,236-11-2078,IL,0
CUST00305,Customer_305,55,Widowed,Employed,2,Rented,Lower,PhD,8,301-44-3804,GA,0
CUST00306,Customer_306,47,Married,Retired,1,Rented,Middle,Bachelor,6,193-40-2388,MI,0
CUST00307,Customer_307,34,Divorced,Retired,4,Owned,Middle,PhD,16,714-69-1564,FL,0
CUST00308,Customer_308,35,Married,Employed,3,Leased,Upper,PhD,15,685-90-9504,NY,0
CUST00309,Customer_309,75,Divorced,Self-Employed,6,Owned,Middle,PhD,16,150-91-4662,CA,0
CUST00310,Customer_310,60,Married,Self-Employed,4,Rented,Lower,High School,10,885-28-7217,GA,1
CUST00311,Customer_311,27,Divorced,Employed,1,Owned,Middle,High School,10,821-33-7636,TX,0
CUST00312,Customer_312,26,Widowed,Retired,4,Owned,Lower,High School,11,260-73-9543,GA,0
CUST00313,Customer_313,22,Widowed,Employed,3,Rented,Middle,None,2,369-95-7003,CA,0
CUST00314,Customer_314,33,Divorced,Employed,1,Rented,Middle,Bachelor,11,553-39-5935,IL,0
CUST00315,Customer_315,63,Widowed,Self-Employed,4,Rented,Middle,Master,6,984-10-8795,IL,0
CUST00316,Customer_316,21,Single,Retired,7,Rented,Middle,Master,18,233-87-5913,OH,0
CUST00317,Customer_317,33,Single,Employed,7,Rented,Lower,None,4,908-26-1429,NY,0
CUST00318,Customer_318,20,Widowed,Self-Employed,7,Owned,Middle,High School,1,530-79-8153,TX,0
CUST00319,Customer_319,58,Divorced,Unemployed,7,Leased,Middle,PhD,19,787-81-7978,NC,0
CUST00320,Customer_320,68,Married,Employed,7,Leased,Upper,High School,4,874-25-3121,WA,0
CUST00321,Customer_321,50,Divorced,Employed,1,Leased,Middle,None,10,103-48-3365,FL,0
CUST00322,Customer_322,74,Single,Employed,3,Owned,Lower,Master,8,663-59-6229,IL,0
CUST00323,Customer_323,60,Single,Employed,4,Leased,Middle,Bachelor,6,692-98-1958,TX,0
CUST00324,Customer_324,65,Single,Self-Employed,6,Leased,Lower,Master,10,348-47-1641,TX,0
CUST00325,Customer_325,37,Divorced,Retired,3,Owned,Middle,PhD,14,835-44-2500,NY,0
CUST00326,Customer_326,71,Single,Retired,5,Rented,Lower,Master,3,565-27-4484,NC,0
CUST00327,Customer_327,57,Single,Unemployed,6,Owned,Middle,High School,13,679-38-8493,GA,0
CUST00328,Customer_328,23,Divorced,Retired,4,Owned,Lower,Bachelor,17,331-20-4846,NC,0
CUST00329,Customer_329,23,Divorced,Employed,2,Leased,Middle,None,6,272-71-5713,CA,0
CUST00330,Customer_330,73,Married,Unemployed,1,Rented,Middle,Bachelor,13,233-39-8788,CA,0
CUST00331,Customer_331,35,Divorced,Self-Employed,4,Owned,Middle,Master,18,836-67-9126,FL,0
CUST00332,Customer_332,46,Single,Employed,2,Rented,Lower,High School,18,196-75-1211,NY,0
CUST00333,Customer_333,65,Married,Unemployed,5,Owned,Lower,High School,13,639-14-4076,OH,0
CUST00334,Customer_334,65,Married,Self-Employed,2,Rented,Middle,Bachelor,18,181-32-6791,OH,0
CUST00335,Customer_335,19,Married,Retired,7,Owned,Middle,None,15,803-93-9892,TX,1
CUST00336,Customer_336,56,Widowed,Self-Employed,7,Rented,Middle,Master,10,219-91-3558,MI,0
CUST00337,Customer_337,74,Single,Self-Employed,6,Leased,Middle,Bachelor,3,895-87-9271,NC,1
CUST00338,Customer_338,39,Divorced,Employed,5,Leased,Upper,Master,17,554-76-4843,NY,0
CUST00339,Customer_339,51,Married,Self-Employed,1,Leased,Middle,None,6,170-52-2809,GA,1
CUST00340,Customer_340,34,Married,Employed,7,Owned,Middle,None,14,190-21-2976,FL,0
CUST00341,Customer_341,62,Single,Unemployed,1,Leased,Middle,Bachelor,13,815-95-8652,CA,1
CUST00342,Customer_342,25,Divorced,Self-Employed,4,Rented,Middle,None,7,678-88-3576,NC,0
CUST00343,Customer_343,50,Single,Self-Employed,6,Rented,Middle,None,15,916-94-2337,CA,0
CUST00344,Customer_344,43,Single,Self-Employed,1,Leased,Middle,High School,13,457-34-2267,FL,0
CUST00345,Customer_345,57,Married,Retired,4,Owned,Upper,None,15,255-95-2633,NY,0
CUST00346,Customer_346,48,Widowed,Unemployed,4,Leased,Upper,Bachelor,19,698-87-7774,MI,0
CUST00347,Customer_347,78,Single,Retired,2,Rented,Middle,PhD,6,507-12-4763,OH,0
CUST00348,Customer_348,78,Single,Self-Employed,1,Owned,Lower,None,15,354-86-9507,NC,0
CUST00349,Customer_349,35,Married,Self-Employed,7,Leased,Lower,Master,1,308-23-8379,WA,0
CUST00350,Customer_350,20,Single,Employed,7,Owned,Upper,Bachelor,14,885-97-7933,MI,1
CUST00351,Customer_351,48,Divorced,Unemployed,1,Rented,Lower,None,3,516-43-1539,GA,0
CUST00352,Customer_352,54,Married,Employed,2,Rented,Middle,Master,5,897-98-9303,NY,0
CUST00353,Customer_353,64,Divorced,Retired,3,Owned,Middle,PhD,4,615-87-1022,IL,0
CUST00354,Customer_354,50,Single,Unemployed,2,Leased,Middle,PhD,16,466-19-6283,TX,0
CUST00355,Customer_355,54,Single,Self-Employed,1,Owned,Lower,Bachelor,8,102-37-4774,OH,0
CUST00356,Customer_356,19,Single,Unemployed,4,Owned,Middle,Master,8,216-17-9118,OH,0
CUST00357,Customer_357,65,Divorced,Retired,4,Owned,Middle,Bachelor,7,344-97-4335,WA,0
CUST00358,Customer_358,38,Divorced,Employed,6,Rented,Middle,High School,12,152-19-7188,TX,0
CUST00359,Customer_359,41,Single,Unemployed,3,Owned,Middle,PhD,18,111-94-3299,NC,0
CUST00360,Customer_360,44,Married,Retired,4,Rented,Upper,Bachelor,13,646-49-1423,FL,0
CUST00361,Customer_361,22,Divorced,Unemployed,3,Leased,Upper,Master,2,731-11-8170,CA,0
CUST00362,Customer_362,48,Single,Unemployed,1,Rented,Middle,High School,10,553-36-9458,IL,1
CUST00363,Customer_363,41,Single,Unemployed,6,Rented,Upper,PhD,3,282-34-6811,WA,1
CUST00364,Customer_364,32,Divorced,Employed,6,Owned,Middle,High School,4,414-53-8163,IL,1
CUST00365,Customer_365,33,Divorced,Retired,5,Owned,Lower,Bachelor,4,921-81-1723,TX,0
CUST00366,Customer_366,20,Divorced,Self-Employed,1,Owned,Lower,High School,14,948-47-8547,NY,0
CUST00367,Customer_367,73,Married,Self-Employed,5,Leased,Middle,None,17,356-62-9679,GA,0
CUST00368,Customer_368,36,Widowed,Retired,5,Leased,Upper,PhD,5,943-68-6529,FL,0
CUST00369,Customer_369,72,Single,Employed,4,Leased,Middle,PhD,18,126-63-4783,FL,0
CUST00370,Customer_370,69,Single,Self-Employed,5,Rented,Middle,Master,6,113-94-5098,FL,0
CUST00371,Customer_371,46,Divorced,Unemployed,1,Owned,Middle,None,6,791-13-3205,CA,0
CUST00372,Customer_372,68,Widowed,Employed,2,Rented,Middle,High School,3,907-93-1094,GA,0
CUST00373,Customer_373,31,Single,Unemployed,1,Leased,Middle,Master,1,902-37-2944,NY,0
CUST00374,Customer_374,29,Divorced,Unemployed,4,Rented,Middle,High School,12,994-57-8154,NY,0
CUST00375,Customer_375,73,Widowed,Self-Employed,7,Leased,Middle,PhD,8,223-77-4296,NY,0
CUST00376,Customer_376,58,Divorced,Employed,1,Owned,Lower,None,3,740-68-1461,GA,1
CUST00377,Customer_377,60,Widowed,Self-Employed,4,Leased,Lower,PhD,11,886-35-4282,MI,0
CUST00378,Customer_378,75,Married,Retired,2,Leased,Middle,High School,7,817-88-9059,NC,0
CUST00379,Customer_379,18,Widowed,Unemployed,7,Owned,Middle,PhD,8,508-41-8374,OH,0
CUST00380,Customer_380,28,Married,Retired,5,Leased,Middle,Bachelor,17,333-67-3122,NC,0
CUST00381,Customer_381,77,Married,Unemployed,2,Rented,Upper,Bachelor,8,288-58-8783,FL,0
CUST00382,Customer_382,25,Single,Retired,2,Leased,Lower,Master,9,362-74-1192,WA,0
CUST00383,Customer_383,45,Widowed,Retired,5,Leased,Middle,Master,14,727-44-1673,GA,0
CUST00384,Customer_384,19,Divorced,Unemployed,1,Rented,Middle,High School,17,597-31-6707,WA,0
CUST00385,Customer_385,38,Widowed,Self-Employed,1,Leased,Middle,Master,15,138-40-3123,FL,0
CUST00386,Customer_386,28,Divorced,Unemployed,5,Leased,Middle,High School,10,382-10-3554,TX,0
CUST00387,Customer_387,33,Married,Retired,6,Owned,Lower,PhD,6,179-65-5134,NC,0
CUST00388,Customer_388,68,Single,Self-Employed,6,Leased,Middle,High School,4,354-64-9250,NY,0
CUST00389,Customer_389,35,Divorced,Self-Employed,2,Rented,Middle,None,3,587-35-4628,FL,1
CUST00390,Customer_390,68,Married,Retired,7,Rented,Middle,None,15,811-18-3877,NC,0
CUST00391,Customer_391,73,Divorced,Unemployed,2,Leased,Middle,PhD,15,522-66-6188,OH,0
CUST00392,Customer_392,51,Widowed,Employed,7,Leased,Middle,PhD,7,728-93-2569,NC,1
CUST00393,Customer_393,51,Divorced,Self-Employed,3,Rented,Middle,Master,18,531-43-1793,FL,0
CUST00394,Customer_394,38,Married,Self-Employed,4,Leased,Middle,Master,19,214-65-5595,CA,0
CUST00395,Customer_395,59,Widowed,Self-Employed,7,Rented,Middle,Master,12,363-90-3798,IL,1
CUST00396,Customer_396,68,Divorced,Retired,3,Leased,Middle,None,5,636-97-7314,WA,0
CUST00397,Customer_397,71,Married,Retired,5,Leased,Middle,High School,10,754-35-9231,OH,0
CUST00398,Customer_398,30,Widowed,Retired,5,Owned,Upper,Master,16,520-36-7666,MI,0
CUST00399,Customer_399,60,Married,Unemployed,1,Rented,Middle,Master,10,576-21-1178,MI,0
CUST00400,Customer_400,26,Single,Unemployed,6,Rented,Middle,Bachelor,10,209-24-3019,MI,0
CUST00401,Customer_401,48,Single,Unemployed,3,Owned,Lower,Master,11,410-31-9127,IL,0
CUST00402,Customer_402,23,Divorced,Self-Employed,4,Leased,Upper,Master,17,965-96-2427,FL,0
CUST00403,Customer_403,52,Divorced,Employed,3,Owned,Middle,High School,8,580-19-7380,MI,0
CUST00404,Customer_404,70,Widowed,Employed,7,Owned,Middle,Master,4,223-35-2825,OH,1
CUST00405,Customer_405,68,Single,Unemployed,4,Owned,Lower,High School,10,532-42-5865,NY,0
CUST00406,Customer_406,62,Married,Unemployed,5,Leased,Upper,Bachelor,13,277-55-1790,IL,0
CUST00407,Customer_407,53,Single,Self-Employed,4,Leased,Middle,Bachelor,18,137-22-3399,NC,0
CUST00408,Customer_408,56,Married,Employed,3,Rented,Upper,PhD,3,809-39-5680,NY,0
CUST00409,Customer_409,24,Widowed,Employed,5,Rented,Lower,None,18,709-76-6253,MI,1
CUST00410,Customer_410,63,Widowed,Self-Employed,6,Owned,Middle,High School,16,258-68-3746,FL,0
CUST00411,Customer_411,60,Married,Retired,1,Rented,Middle,Bachelor,14,631-97-1654,NY,0
CUST00412,Customer_412,26,Single,Self-Employed,2,Leased,Middle,High School,5,177-32-4947,TX,0
CUST00413,Customer_413,57,Widowed,Retired,2,Leased,Middle,Master,4,530-36-9106,MI,1
CUST00414,Customer_414,41,Single,Retired,7,Owned,Upper,Bachelor,9,106-58-5971,MI,0
CUST00415,Customer_415,49,Single,Retired,5,Leased,Middle,Master,4,792-58-2219,FL,1
CUST00416,Customer_416,68,Married,Retired,3,Owned,Upper,High School,13,388-25-5249,OH,0
CUST00417,Customer_417,37,Widowed,Employed,2,Leased,Lower,None,15,922-44-4281,NC,1
CUST00418,Customer_418,74,Widowed,Retired,5,Leased,Middle,None,10,517-24-8631,GA,0
CUST00419,Customer_419,43,Married,Retired,4,Rented,Middle,None,14,697-73-4147,GA,0
CUST00420,Customer_420,49,Married,Retired,5,Leased,Middle,Master,15,351-52-3155,FL,0
CUST00421,Customer_421,19,Single,Employed,6,Owned,Middle,PhD,18,119-74-8738,CA,0
CUST00422,Customer_422,25,Married,Self-Employed,1,Owned,Lower,High School,14,301-65-9167,WA,1
CUST00423,Customer_423,35,Divorced,Unemployed,5,Rented,Lower,PhD,5,765-84-9023,WA,1
CUST00424,Customer_424,78,Married,Employed,6,Rented,Middle,PhD,3,327-16-8212,WA,1
CUST00425,Customer_425,34,Widowed,Retired,2,Leased,Lower,PhD,18,811-27-9131,CA,0
CUST00426,Customer_426,42,Married,Self-Employed,3,Owned,Middle,PhD,15,122-43-9649,GA,0
CUST00427,Customer_427,70,Widowed,Employed,5,Rented,Lower,High School,17,417-77-1342,FL,0
CUST00428,Customer_428,37,Divorced,Self-Employed,3,Owned,Middle,Master,9,539-79-8588,NY,0
CUST00429,Customer_429,68,Divorced,Self-Employed,7,Owned,Lower,Master,3,492-16-5791,IL,1
CUST00430,Customer_430,25,Widowed,Unemployed,1,Leased,Middle,Master,12,764-50-9605,FL,0
CUST00431,Customer_431,26,Widowed,Unemployed,2,Leased,Middle,Master,13,382-82-7792,OH,0
CUST00432,Customer_432,18,Married,Self-Employed,6,Owned,Middle,PhD,5,488-18-4116,OH,0
CUST00433,Customer_433,25,Married,Unemployed,5,Rented,Lower,Master,9,789-89-5112,WA,0
CUST00434,Customer_434,55,Divorced,Retired,7,Owned,Upper,Bachelor,9,362-78-9436,MI,0
CUST00435,Customer_435,23,Single,Self-Employed,1,Rented,Middle,PhD,5,227-38-8151,NC,1
CUST00436,Customer_436,55,Divorced,Self-Employed,1,Rented,Middle,Master,16,212-96-3122,WA,0
CUST00437,Customer_437,55,Married,Employed,6,Leased,Middle,High School,10,537-56-4368,IL,1
CUST00438,Customer_438,32,Widowed,Self-Employed,6,Rented,Middle,PhD,18,217-12-4419,CA,0
CUST00439,Customer_439,20,Single,Self-Employed,6,Rented,Middle,Master,1,342-90-6980,MI,0
CUST00440,Customer_440,28,Divorced,Retired,7,Owned,Lower,None,18,184-77-6530,NY,0
CUST00441,Customer_441,26,Divorced,Employed,2,Owned,Middle,Bachelor,13,212-45-7636,IL,0
CUST00442,Customer_442,50,Single,Unemployed,1,Owned,Lower,None,14,682-61-5405,NY,0
CUST00443,Customer_443,75,Divorced,Retired,3,Rented,Upper,Master,6,720-88-2544,WA,0
CUST00444,Customer_444,44,Divorced,Self-Employed,7,Leased,Middle,None,2,461-85-5575,NY,0
CUST00445,Customer_445,57,Married,Employed,4,Rented,Upper,High School,5,258-21-7545,GA,0
CUST00446,Customer_446,36,Divorced,Unemployed,1,Leased,Middle,High School,9,540-80-2032,GA,0
CUST00447,Customer_447,23,Married,Unemployed,6,Leased,Middle,Bachelor,7,645-61-5134,OH,0
CUST00448,Customer_448,31,Divorced,Unemployed,6,Owned,Middle,None,4,484-34-8049,OH,0
CUST00449,Customer_449,47,Single,Retired,1,Rented,Middle,Master,1,397-47-8732,CA,1
CUST00450,Customer_450,71,Married,Employed,4,Leased,Middle,PhD,14,666-13-1530,MI,0
CUST00451,Customer_451,33,Single,Employed,6,Leased,Middle,High School,13,583-73-5239,NY,1
CUST00452,Customer_452,78,Single,Self-Employed,7,Owned,Middle,Bachelor,4,960-85-5029,FL,0
CUST00453,Customer_453,57,Single,Unemployed,5,Rented,Middle,Bachelor,15,311-10-1302,FL,0
CUST00454,Customer_454,40,Single,Retired,3,Owned,Lower,None,19,642-39-2306,NY,0
CUST00455,Customer_455,56,Divorced,Unemployed,7,Owned,Middle,High School,19,166-51-6263,GA,1
CUST00456,Customer_456,61,Single,Employed,3,Owned,Lower,None,4,129-47-4984,OH,0
CUST00457,Customer_457,60,Married,Retired,5,Rented,Lower,Bachelor,9,150-87-3069,MI,0
CUST00458,Customer_458,71,Single,Self-Employed,6,Owned,Lower,PhD,2,221-21-5484,MI,0
CUST00459,Customer_459,59,Married,Retired,4,Leased,Upper,Bachelor,1,736-32-7893,NY,0
CUST00460,Customer_460,19,Single,Self-Employed,5,Owned,Middle,High School,17,334-26-6789,MI,0
CUST00461,Customer_461,41,Married,Retired,6,Owned,Middle,PhD,19,795-76-6016,GA,0
CUST00462,Customer_462,74,Single,Unemployed,5,Leased,Upper,High School,4,885-85-3503,MI,1
CUST00463,Customer_463,30,Divorced,Unemployed,3,Leased,Middle,High School,9,663-16-1717,CA,0
CUST00464,Customer_464,48,Married,Retired,5,Owned,Middle,None,1,497-72-6260,OH,0
CUST00465,Customer_465,49,Divorced,Employed,3,Rented,Middle,Bachelor,16,247-75-6461,GA,0
CUST00466,Customer_466,52,Widowed,Self-Employed,5,Rented,Lower,None,11,779-64-8771,FL,0
CUST00467,Customer_467,71,Married,Employed,1,Leased,Middle,Bachelor,6,425-12-6388,GA,0
CUST00468,Customer_468,51,Divorced,Retired,1,Owned,Lower,Bachelor,19,981-18-9700,NC,0
CUST00469,Customer_469,18,Widowed,Retired,4,Owned,Lower,Master,3,792-13-5884,TX,1
CUST00470,Customer_470,33,Married,Retired,1,Leased,Lower,Bachelor,6,381-68-7889,WA,0
CUST00471,Customer_471,57,Single,Employed,6,Owned,Upper,None,15,436-52-1359,WA,0
CUST00472,Customer_472,66,Divorced,Self-Employed,2,Rented,Lower,PhD,8,104-77-4192,FL,0
CUST00473,Customer_473,58,Divorced,Self-Employed,4,Leased,Upper,PhD,14,889-61-4567,TX,1
CUST00474,Customer_474,63,Married,Retired,2,Leased,Lower,High School,5,890-15-8462,TX,1
CUST00475,Customer_475,32,Married,Retired,7,Rented,Upper,Bachelor,13,166-94-6089,CA,0
CUST00476,Customer_476,23,Single,Retired,6,Leased,Middle,Master,11,520-68-8183,CA,0
CUST00477,Customer_477,76,Divorced,Retired,1,Owned,Middle,Master,1,356-18-9705,NY,0
CUST00478,Customer_478,52,Divorced,Retired,3,Owned,Middle,None,7,566-35-9248,GA,0
CUST00479,Customer_479,63,Divorced,Self-Employed,7,Leased,Lower,PhD,6,135-84-1167,GA,0
CUST00480,Customer_480,77,Married,Unemployed,4,Rented,Middle,Bachelor,12,689-13-2342,OH,0
CUST00481,Customer_481,29,Single,Unemployed,6,Leased,Middle,Master,9,393-26-1401,GA,0
CUST00482,Customer_482,72,Divorced,Employed,1,Rented,Middle,PhD,10,710-77-3929,TX,0
CUST00483,Customer_483,40,Divorced,Retired,4,Leased,Lower,Master,4,727-39-2937,WA,0
CUST00484,Customer_484,56,Single,Employed,7,Rented,Middle,Master,18,862-56-1184,TX,0
CUST00485,Customer_485,41,Single,Retired,2,Rented,Lower,PhD,15,728-44-1657,NY,1
CUST00486,Customer_486,30,Married,Self-Employed,1,Owned,Lower,Bachelor,13,314-38-1243,GA,0
CUST00487,Customer_487,72,Single,Employed,6,Owned,Middle,High School,6,754-29-2409,TX,0
CUST00488,Customer_488,39,Single,Unemployed,1,Leased,Middle,Master,13,265-73-5539,IL,0
CUST00489,Customer_489,19,Divorced,Self-Employed,3,Leased,Middle,Bachelor,5,831-48-7141,WA,0
CUST00490,Customer_490,27,Married,Self-Employed,6,Leased,Lower,Master,10,524-62-8900,FL,0
CUST00491,Customer_491,77,Married,Retired,7,Owned,Middle,None,6,651-54-8789,GA,0
CUST00492,Customer_492,68,Divorced,Unemployed,1,Rented,Lower,PhD,6,674-93-6826,GA,0
CUST00493,Customer_493,59,Single,Unemployed,4,Leased,Lower,PhD,13,717-56-8648,CA,0
CUST00494,Customer_494,66,Single,Retired,6,Owned,Middle,Master,6,373-58-9127,CA,0
CUST00495,Customer_495,58,Married,Retired,3,Owned,Middle,None,14,291-48-1231,TX,0
CUST00496,Customer_496,74,Married,Employed,3,Owned,Middle,None,10,613-40-6031,CA,0
CUST00497,Customer_497,24,Divorced,Self-Employed,4,Leased,Middle,PhD,19,312-83-9865,OH,0
CUST00498,Customer_498,21,Single,Retired,6,Owned,Lower,High School,4,580-64-5111,FL,0
CUST00499,Customer_499,61,Married,Retired,1,Leased,Middle,Bachelor,18,368-50-5445,OH,0
CUST00500,Customer_500,77,Divorced,Employed,1,Owned,Middle,None,3,801-71-3969,FL,0
CUST00501,Customer_501,54,Widowed,Employed,1,Leased,Middle,High School,11,654-93-4758,NY,0
CUST00502,Customer_502,77,Divorced,Self-Employed,3,Leased,Lower,Master,8,861-52-2244,TX,0
CUST00503,Customer_503,42,Divorced,Unemployed,2,Leased,Middle,PhD,15,263-38-6239,NC,0
CUST00504,Customer_504,59,Widowed,Retired,4,Owned,Middle,Bachelor,3,914-45-3505,TX,0
CUST00505,Customer_505,49,Divorced,Self-Employed,3,Rented,Middle,PhD,5,688-38-4921,WA,0
CUST00506,Customer_506,72,Divorced,Employed,5,Rented,Lower,High School,5,295-36-1489,TX,0
CUST00507,Customer_507,58,Divorced,Unemployed,3,Owned,Middle,Bachelor,18,610-52-2547,WA,0
CUST00508,Customer_508,45,Widowed,Employed,6,Owned,Middle,Bachelor,11,778-27-6939,NC,0
CUST00509,Customer_509,33,Widowed,Unemployed,3,Leased,Lower,High School,4,200-12-2111,MI,0
CUST00510,Customer_510,37,Single,Retired,2,Rented,Middle,Master,16,570-25-3972,MI,1
CUST00511,Customer_511,22,Married,Unemployed,7,Owned,Middle,Master,6,583-67-8058,IL,1
CUST00512,Customer_512,27,Divorced,Retired,5,Leased,Middle,None,5,464-19-9823,TX,0
CUST00513,Customer_513,49,Divorced,Unemployed,1,Leased,Middle,Master,10,799-83-9304,GA,1
CUST00514,Customer_514,19,Married,Retired,2,Leased,Middle,PhD,16,729-98-5640,GA,0
CUST00515,Customer_515,47,Divorced,Retired,1,Leased,Middle,High School,16,603-62-5573,MI,0
CUST00516,Customer_516,20,Married,Employed,6,Rented,Middle,High School,1,497-39-8151,FL,0
CUST00517,Customer_517,28,Divorced,Unemployed,5,Leased,Middle,Bachelor,18,395-90-7747,MI,0
CUST00518,Customer_518,60,Divorced,Self-Employed,7,Owned,Middle,Bachelor,19,998-67-6388,MI,0
CUST00519,Customer_519,19,Widowed,Employed,3,Owned,Middle,None,7,400-70-6223,NC,1
CUST00520,Customer_520,38,Widowed,Employed,1,Leased,Middle,Master,10,459-16-1076,FL,0
CUST00521,Customer_521,29,Divorced,Employed,4,Leased,Middle,Master,8,307-72-9267,FL,0
CUST00522,Customer_522,21,Widowed,Employed,1,Owned,Middle,None,10,939-56-8735,TX,0
CUST00523,Customer_523,30,Widowed,Employed,2,Owned,Lower,None,13,103-88-9673,MI,0
CUST00524,Customer_524,24,Married,Retired,6,Owned,Middle,PhD,13,461-14-7421,IL,0
CUST00525,Customer_525,22,Widowed,Self-Employed,3,Owned,Lower,Master,10,112-66-3892,NY,1
CUST00526,Customer_526,59,Divorced,Employed,7,Leased,Middle,Bachelor,10,586-91-2364,TX,0
CUST00527,Customer_527,25,Widowed,Self-Employed,4,Leased,Middle,High School,10,130-61-7266,IL,0
CUST00528,Customer_528,76,Single,Unemployed,5,Rented,Middle,High School,8,368-24-7331,TX,0
CUST00529,Customer_529,48,Married,Unemployed,6,Leased,Middle,None,3,719-94-8777,MI,0
CUST00530,Customer_530,43,Divorced,Employed,4,Owned,Lower,High School,8,754-11-3335,NY,0
CUST00531,Customer_531,72,Divorced,Employed,3,Owned,Middle,Master,14,688-51-1467,IL,0
CUST00532,Customer_532,66,Married,Unemployed,6,Rented,Upper,Master,19,607-77-7534,GA,0
CUST00533,Customer_533,44,Single,Retired,6,Owned,Middle,Master,16,929-23-9587,GA,0
CUST00534,Customer_534,78,Single,Employed,3,Rented,Middle,High School,17,572-37-8740,TX,0
CUST00535,Customer_535,50,Divorced,Retired,6,Rented,Upper,Master,15,192-12-7573,CA,1
CUST00536,Customer_536,61,Single,Employed,7,Leased,Middle,Bachelor,10,754-18-8923,FL,0
CUST00537,Customer_537,78,Single,Self-Employed,2,Rented,Lower,Bachelor,13,855-80-4524,NC,0
CUST00538,Customer_538,62,Widowed,Employed,6,Leased,Middle,None,16,937-21-8043,MI,0
CUST00539,Customer_539,54,Widowed,Self-Employed,1,Leased,Middle,Master,5,856-56-4111,WA,0
CUST00540,Customer_540,56,Single,Retired,7,Owned,Upper,Master,3,528-14-1286,FL,0
CUST00541,Customer_541,58,Single,Employed,7,Leased,Middle,High School,6,403-11-6718,NC,0
CUST00542,Customer_542,78,Married,Unemployed,6,Rented,Middle,None,11,674-86-3478,TX,0
